"EVLMC","Eaton Vance NextShares Trust II","99.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/evlmc",""
"EBON","Ebang International Holdings Inc.","5.15","$674.83M","2020","Technology","Semiconductors","https://old.nasdaq.com/symbol/ebon",""
"EBAY","eBay Inc.","56.46","$38.92B","1998","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ebay",""
"SATS","EchoStar Corporation","23.08","$2.24B","n/a","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/sats",""
"EDAP","EDAP TMS S.A.","8.03","$234.01M","1997","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/edap",""
"EDSA","Edesa Biotech, Inc.","5.79","$60.93M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/edsa",""
"EDIT","Editas Medicine, Inc.","65.76","$4.14B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/edit",""
"EDUC","Educational Development Corporation","14.99","$125.18M","n/a","Consumer Durables","Consumer Specialties","https://old.nasdaq.com/symbol/educ",""
"EGAN","eGain Corporation","12.45","$385.07M","1999","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/egan",""
"EH","EHang Holdings Limited","77.2","$4.23B","2019","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/eh",""
"EHTH","eHealth, Inc.","79.74","$2.07B","2006","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/ehth",""
"EIGR","Eiger BioPharmaceuticals, Inc.","10.73","$349.07M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/eigr",""
"EKSO","Ekso Bionics Holdings, Inc.","10","$83.16M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ekso",""
"LOCO","El Pollo Loco Holdings, Inc.","19.55","$712.53M","2014","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/loco",""
"ESLT","Elbit Systems Ltd.","135.24","$5.98B","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/eslt",""
"ECOR","electroCore, Inc.","2.66","$120.91M","2018","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/ecor",""
"EA","Electronic Arts Inc.","146","$42.32B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ea",""
"ELSE","Electro-Sensors, Inc.","6.06","$20.58M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/else",""
"ELDN","Eledon Pharmaceuticals, Inc.","15.99","$228.76M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eldn",""
"ELOX","Eloxx Pharmaceuticals, Inc.","3.96","$159.01M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/elox",""
"ELTK","Eltek Ltd.","5.54","$24.27M","1997","Technology","Electrical Products","https://old.nasdaq.com/symbol/eltk",""
"ELYS","Elys Game Technology, Corp. ","5.72","$95.32M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/elys",""
"EMKR","EMCORE Corporation","4.77","$141M","1997","Technology","Semiconductors","https://old.nasdaq.com/symbol/emkr",""
"ENTA","Enanta Pharmaceuticals, Inc.","47.67","$957.16M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/enta",""
"ECPG","Encore Capital Group Inc","30.24","$947.86M","n/a","Finance","Finance Companies","https://old.nasdaq.com/symbol/ecpg",""
"NDRA","ENDRA Life Sciences Inc.","2.33","$76.8M","2017","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/ndra",""
"WATT","Energous Corporation","3.39","$151.01M","2014","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/watt",""
"EFOI","Energy Focus, Inc.","4.93","$17.26M","n/a","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/efoi",""
"ERII","Energy Recovery, Inc.","14.55","$816.26M","2008","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/erii",""
"ENG","ENGlobal Corporation","7.41","$204.22M","n/a","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/eng",""
"ENLV","Enlivex Therapeutics Ltd.","12.05","$162.24M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/enlv",""
"ENPH","Enphase Energy, Inc.","212.07","$26.79B","2012","Technology","Semiconductors","https://old.nasdaq.com/symbol/enph",""
"ESGR","Enstar Group Limited","210.84","$4.85B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/esgr",""
"ESGRO","Enstar Group Limited","27.35","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/esgro",""
"ESGRP","Enstar Group Limited","28.7973","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/esgrp",""
"ENTG","Entegris, Inc.","112.33","$15.16B","2000","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/entg",""
"ENTX","Entera Bio Ltd.","1.69","$30.82M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/entx",""
"EBTC","Enterprise Bancorp Inc","28.28","$337.28M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ebtc",""
"EFSC","Enterprise Financial Services Corporation","37.22","$1.16B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/efsc",""
"ENVB","Enveric Biosciences, Inc. ","3.94","$52.03M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/envb",""
"EOSE","Eos Energy Enterprises, Inc.","23.48","$1.17B","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/eose",""
"EOSEW","Eos Energy Enterprises, Inc.","10.21","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/eosew",""
"PLUS","ePlus inc.","92.27","$1.25B","1996","Technology","Retail: Computer Software & Peripheral Equipment","https://old.nasdaq.com/symbol/plus",""
"EPSN","Epsilon Energy Ltd.","3.69","$88.04M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/epsn",""
"EQ","Equillium, Inc.","6.01","$148.61M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eq",""
"EQIX","Equinix, Inc.","721.16","$64.26B","2000","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eqix",""
"EQBK","Equity Bancshares, Inc.","23.53","$349.5M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/eqbk",""
"ERIC","Ericsson","11.83","$39.37B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/eric",""
"ERIE","Erie Indemnity Company","236.45","$12.36B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/erie",""
"ESCA","Escalade, Incorporated","21.74","$308.04M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/esca",""
"ESPR","Esperion Therapeutics, Inc.","25.93","$670.98M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/espr",""
"GMBL","Esports Entertainment Group Inc.","7.47","$96.33M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/gmbl",""
"ESQ","Esquire Financial Holdings, Inc.","25.1","$192.34M","2017","Finance","Commercial Banks","https://old.nasdaq.com/symbol/esq",""
"ESSA","ESSA Bancorp, Inc.","15.1","$163.38M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/essa",""
"EPIX","ESSA Pharma Inc.","18.2","$527.95M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/epix",""
"ESTA","Establishment Labs Holdings Inc.","52.99","$1.24B","2018","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/esta",""
"VBND","ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund","51.78","$445.31M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vbnd",""
"VUSE","ETF Series Solutions Trust Vident Core US Equity ETF","37.461","$569.41M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vuse",""
"VIDI","ETF Series Solutions Trust Vident International Equity Fund","26.04","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vidi",""
"ETON","Eton Pharmaceuticals, Inc.","9.25","$223.98M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eton",""
"ETSY","Etsy, Inc.","213.59","$26.93B","2015","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/etsy",""
"CLWT","Euro Tech Holdings Company Limited","4.19","$12.96M","1997","Consumer Durables","Diversified Electronic Products","https://old.nasdaq.com/symbol/clwt",""
"EDRY","EuroDry Ltd.","6.4","$14.75M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/edry",""
"EEFT","Euronet Worldwide, Inc.","139.29","$7.29B","1997","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/eeft",""
"ESEA","Euroseas Ltd.","7.9","$44.24M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/esea",""
"EVLO","Evelo Biosciences, Inc.","15.71","$725.63M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/evlo",""
"EVER","EverQuote, Inc.","40.63","$1.13B","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ever",""
"MRAM","Everspin Technologies, Inc.","5.89","$111.94M","2016","Technology","Semiconductors","https://old.nasdaq.com/symbol/mram",""
"EVFM","Evofem Biosciences, Inc.","2.83","$230.02M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/evfm",""
"EVGN","Evogene Ltd.","6.13","$223.69M","n/a","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/evgn",""
"EVOK","Evoke Pharma, Inc.","2.84","$89.15M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/evok",""
"EOLS","Evolus, Inc.","6.62","$223.42M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eols",""
"EVOL","Evolving Systems, Inc.","2.3","$28.05M","1998","Technology","EDP Services","https://old.nasdaq.com/symbol/evol",""
"EXAS","Exact Sciences Corporation","150","$25.31B","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/exas",""
"XGN","Exagen Inc.","16.06","$203.19M","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/xgn",""
"ROBO","Exchange Traded Concepts Trust ROBO Global Robotics and Automa","67.37","$309.9M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/robo",""
"XELA","Exela Technologies, Inc.","1.03","$151.94M","2015","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/xela",""
"EXEL","Exelixis, Inc.","22.14","$6.87B","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/exel",""
"EXC","Exelon Corporation","42.54","$41.5B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/exc",""
"XCUR","Exicure, Inc.","2.33","$204.1M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xcur",""
"EXLS","ExlService Holdings, Inc.","86.6","$2.93B","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/exls",""
"EXPI","eXp World Holdings, Inc.","102.92","$7.2B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/expi",""
"EXPE","Expedia Group, Inc.","136.52","$19.31B","n/a","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/expe",""
"EXPD","Expeditors International of Washington, Inc.","93.77","$15.87B","n/a","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/expd",""
"EXPO","Exponent, Inc.","93.24","$4.81B","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/expo",""
"EXTR","Extreme Networks, Inc.","7.785","$957.66M","1999","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/extr",""
"EYEG","Eyegate Pharmaceuticals, Inc.","6.68","$47.04M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eyeg",""
"EYEN","Eyenovia, Inc.","6.93","$172.45M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eyen",""
"EYPT","EyePoint Pharmaceuticals, Inc.","9.9","$179.77M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/eypt",""
"EZPW","EZCORP, Inc.","4.74","$262.14M","1991","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/ezpw",""
"FFIV","F5 Networks, Inc.","204.32","$12.59B","1999","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/ffiv",""
"DUO","Fangdd Network Group Ltd.","8.88","$709.04M","2019","Finance","Real Estate","https://old.nasdaq.com/symbol/duo",""
"FARM","Farmer Brothers Company","5.77","$101.21M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/farm",""
"FMAO","Farmers & Merchants Bancorp, Inc.","24.45","$272.83M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fmao",""
"FMNB","Farmers National Banc Corp.","13.96","$394.51M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fmnb",""
"FAMI","FARMMI, INC.","1.45","$29.75M","2018","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/fami",""
"FARO","FARO Technologies, Inc.","76","$1.36B","1997","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/faro",""
"FAST","Fastenal Company","47.72","$27.39B","1987","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/fast",""
"FAT","FAT Brands Inc.","6.39","$115.67M","2017","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/fat",""
"FATBP","FAT Brands Inc.","16.84","n/a","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/fatbp",""
"FATE","Fate Therapeutics, Inc.","97.19","$8.98B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/fate",""
"FTHM","Fathom Holdings Inc.","41.8","$577.23M","2020","Finance","Real Estate","https://old.nasdaq.com/symbol/fthm",""
"FENC","Fennec Pharmaceuticals Inc.","8.16","$206.91M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/fenc",""
"GSM","Ferroglobe PLC","2.23","$377.23M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gsm",""
"FFBW","FFBW, Inc.","10.4203","$80.31M","2017","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ffbw",""
"FGF","FG Financial Group, Inc. ","3.6255","$17.97M","2014","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/fgf",""
"FGFPP","FG Financial Group, Inc. ","24.05","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/fgfpp",""
"FGEN","FibroGen, Inc","47.56","$4.33B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fgen",""
"FDBC","Fidelity D & D Bancorp, Inc.","56.79","$282.69M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fdbc",""
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","526.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oneq",""
"FDUS","Fidus Investment Corporation","13.49","$329.66M","2011","n/a","n/a","https://old.nasdaq.com/symbol/fdus",""
"FITB","Fifth Third Bancorp","30.9","$22.01B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fitb",""
"FITBI","Fifth Third Bancorp","28.84","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fitbi",""
"FITBO","Fifth Third Bancorp","26.36","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fitbo",""
"FITBP","Fifth Third Bancorp","26.86","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fitbp",""
"FISI","Financial Institutions, Inc.","24.21","$388.29M","1999","Finance","Major Banks","https://old.nasdaq.com/symbol/fisi",""
"FBNC","First Bancorp","36.54","$1.05B","1987","Finance","Major Banks","https://old.nasdaq.com/symbol/fbnc",""
"FNLC","First Bancorp, Inc (ME)","26.09","$285.62M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fnlc",""
"FRBA","First Bank","9.69","$191.04M","2013","n/a","n/a","https://old.nasdaq.com/symbol/frba",""
"BUSE","First Busey Corporation","23.25","$1.26B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/buse",""
"FBIZ","First Business Financial Services, Inc.","20.41","$173.86M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fbiz",""
"FCAP","First Capital, Inc.","55.5","$187.35M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fcap",""
"FCNCA","First Citizens BancShares, Inc.","632.81","$6.21B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fcnca",""
"FCNCP","First Citizens BancShares, Inc.","26.52","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fcncp",""
"FCBC","First Community Bankshares, Inc.","23.01","$407.68M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fcbc",""
"FCCO","First Community Corporation","18.3","$137.12M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fcco",""
"FFBC","First Financial Bancorp.","20.78","$2.04B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ffbc",""
"FFIN","First Financial Bankshares, Inc.","40.81","$5.8B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ffin",""
"THFF","First Financial Corporation Indiana","41.19","$564.9M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/thff",""
"FFNW","First Financial Northwest, Inc.","13.015","$127.36M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ffnw",""
"FFWM","First Foundation Inc.","21.29","$950.09M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ffwm",""
"FGBI","First Guaranty Bancshares, Inc.","16.72","$162.87M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fgbi",""
"FHB","First Hawaiian, Inc.","25.13","$3.29B","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/fhb",""
"INBK","First Internet Bancorp","32.49","$318.42M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/inbk",""
"INBKZ","First Internet Bancorp","26.87","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/inbkz",""
"FIBK","First Interstate BancSystem, Inc.","42.01","$2.65B","2010","Finance","Major Banks","https://old.nasdaq.com/symbol/fibk",""
"FRME","First Merchants Corporation","40.3","$2.19B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/frme",""
"FMBH","First Mid Bancshares, Inc.","35.99","$602.34M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fmbh",""
"FXNC","First National Corporation","17.5","$85.02M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fxnc",""
"FNWB","First Northwest Bancorp","16.32","$167.02M","2015","Finance","Banks","https://old.nasdaq.com/symbol/fnwb",""
"FSFG","First Savings Financial Group, Inc.","61.25","$145.39M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fsfg",""
"FSEA","First Seacoast Bancorp","9","$54.75M","2019","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fsea",""
"FSLR","First Solar, Inc.","106.67","$11.3B","2006","Technology","Semiconductors","https://old.nasdaq.com/symbol/fslr",""
"FAAR","First Trust Alternative Absolute Return Strategy ETF","27.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/faar",""
"FPA","First Trust Asia Pacific Ex-Japan AlphaDEX Fund","34.46","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpa",""
"BICK","First Trust BICK Index Fund","40.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bick",""
"FBZ","First Trust Brazil AlphaDEX Fund","12.42","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fbz",""
"FTHI","First Trust BuyWrite Income ETF","20.5363","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fthi",""
"FCAL","First Trust California Municipal High income ETF","54.265","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fcal",""
"FTCS","First Trust Capital Strength ETF","67.4391","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftcs",""
"FCEF","First Trust CEF Income Opportunity ETF","22.93","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fcef",""
"FCA","First Trust China AlphaDEX Fund","29.9775","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fca",""
"SKYY","First Trust Cloud Computing ETF","100.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/skyy",""
"RNDM","First Trust Developed International Equity Select ETF","53.506","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rndm",""
"FDT","First Trust Developed Markets Ex-US AlphaDEX Fund","59.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdt",""
"FDTS","First Trust Developed Markets ex-US Small Cap AlphaDEX Fund","44.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdts",""
"FVC","First Trust Dorsey Wright Dynamic Focus 5 ETF","33.0304","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fvc",""
"FV","First Trust Dorsey Wright Focus 5 ETF","43.01","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fv",""
"IFV","First Trust Dorsey Wright International Focus 5 ETF","23.48","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ifv",""
"DDIV","First Trust Dorsey Wright Momentum & Dividend ETF","25.6285","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ddiv",""
"DVOL","First Trust Dorsey Wright Momentum & Low Volatility ETF","24.8519","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dvol",""
"DVLU","First Trust Dorsey Wright Momentum & Value ETF","19.3825","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dvlu",""
"DWPP","First Trust Dorsey Wright People&#39;s Portfolio ETF","29.1813","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwpp",""
"DALI","First Trust DorseyWright DALI 1 ETF","23.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dali",""
"FDNI","First Trust Dow Jones International Internet ETF","50.8643","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdni",""
"FEM","First Trust Emerging Markets AlphaDEX Fund","27.01","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fem",""
"RNEM","First Trust Emerging Markets Equity Select ETF","47.941","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnem",""
"FEMB","First Trust Emerging Markets Local Currency Bond ETF","37.17","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/femb",""
"FEMS","First Trust Emerging Markets Small Cap AlphaDEX Fund","42.5789","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fems",""
"FTSM","First Trust Enhanced Short Maturity ETF","60.04","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftsm",""
"FEP","First Trust Europe AlphaDEX Fund","39.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fep",""
"FEUZ","First Trust Eurozone AlphaDEX ETF","43.072","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/feuz",""
"FGM","First Trust Germany AlphaDEX Fund","52.91","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fgm",""
"FTGC","First Trust Global Tactical Commodity Strategy Fund","19.6585","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftgc",""
"FTLB","First Trust Hedged BuyWrite Income ETF","20.465","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftlb",""
"HYLS","First Trust High Yield Long/Short ETF","48.86","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hyls",""
"NFTY","First Trust India Nifty 50 Equal Weight ETF","40.895","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nfty",""
"FTAG","First Trust Indxx Global Agriculture ETF","28.31","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftag",""
"FTRI","First Trust Indxx Global Natural Resources Income ETF","12.52","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftri",""
"LEGR","First Trust Indxx Innovative Transaction & Process ETF","39.18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/legr",""
"NXTG","First Trust Indxx NextG ETF","73.58","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nxtg",""
"FICS","First Trust International Developed Capital Strength ETF","31.6682","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fics",""
"FPXI","First Trust International Equity Opportunities ETF","73.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpxi",""
"FPXE","First Trust IPOX Europe Equity Opportunities ETF","30.005","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpxe",""
"FJP","First Trust Japan AlphaDEX Fund","53.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fjp",""
"FEX","First Trust Large Cap Core AlphaDEX Fund","76.7597","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fex",""
"FTC","First Trust Large Cap Growth AlphaDEX Fund","100.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftc",""
"RNLC","First Trust Large Cap US Equity Select ETF","28.3955","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnlc",""
"FTA","First Trust Large Cap Value AlphaDEX Fund","57.4951","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fta",""
"FLN","First Trust Latin America AlphaDEX Fund","18.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fln",""
"LMBS","First Trust Low Duration Opportunities ETF","51.49","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lmbs",""
"LDSF","First Trust Low Duration Strategic Focus ETF","20.4647","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ldsf",""
"FMB","First Trust Managed Municipal ETF","56.79","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fmb",""
"FNX","First Trust Mid Cap Core AlphaDEX Fund","89.0086","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fnx",""
"FNY","First Trust Mid Cap Growth AlphaDEX Fund","70.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fny",""
"RNMC","First Trust Mid Cap US Equity Select ETF","25.6349","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnmc",""
"FNK","First Trust Mid Cap Value AlphaDEX Fund","37.9369","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fnk",""
"FAD","First Trust Multi Cap Growth AlphaDEX Fund","111.6354","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fad",""
"FAB","First Trust Multi Cap Value AlphaDEX Fund","61.71","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fab",""
"MDIV","First Trust Multi-Asset Diversified Income Index Fund","15.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mdiv",""
"MCEF","First Trust Municipal CEF Income Opportunity ETF","20.2879","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mcef",""
"FMHI","First Trust Municipal High Income ETF","54.19","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fmhi",""
